pV_FFA_P_inst;pV_DACH_P_inst;storage_ffa_E_max;storage_dach_E_max;Wind_P_el_n;CAPEX;one_minus_oa_times_oc
98555256.39518416;8179202.827182882;101724158115.46878;66826053821.219185;1794952.1910912597;73735783.64967768;0.40370265821204643
93324984.15981716;5599121.694636446;63367483781.283875;17969079694.105667;5075190.9504177775;62084128.26605548;0.31150847957494265
1948554.1281834384;19799647.400179956;144046766877.11642;69877903991.91235;11364814.559240503;47005397.98686302;0.28729093373139647
43148730.89027915;4466250.265067837;31224745894.03415;17451262873.462776;12069113.097279651;39250945.14859443;0.24643421917720887
16080576.585389633;5817790.734661407;40466102394.38993;7961198440.320064;13136572.274375113;27064347.038425893;0.27300121215999196
25325085.800440367;16643788.073768437;17071494875.44731;18221579995.74533;6000255.3324563885;37285713.85470928;0.32617506771870186
26743849.912379134;9435196.57900038;16707612141.376104;9242189349.84646;3629516.1539424495;27741096.73486858;0.3922616980581658
47113488.38056976;6167930.758623331;128329911789.45816;5265076533.198006;14940273.218115985;48790580.035964824;0.2221306270340957
81932237.58670054;16768516.427801939;171138133986.49503;67422495536.97385;16172451.083417727;88735883.1353227;0.19888863419969727
88323063.4087717;19933831.983839806;89436046057.5949;17732224559.17869;3502848.164236604;74153978.00337765;0.3482904387991552
86022044.7218017;5254577.249769242;57725097435.22248;37141277235.425;5986250.573640488;61120748.12555518;0.2961074972953638
50369204.24854411;9875479.548076829;30524909684.737415;1918889966.1627069;4917364.179233842;40710445.61789338;0.3322791520326527
68878280.84303114;2269479.0947208446;45887383936.864456;55463516162.624054;9448609.724453878;54047642.05087819;0.2559359124873607
74771592.63768129;6607289.112891281;91308107574.16287;48618579246.99125;14196581.147336137;66465774.386214085;0.21456121822764118
63987664.565710664;19557493.50490376;30824759267.897903;23892762812.549194;13867459.198717913;66982846.092312574;0.21588006403767146
50747264.06039306;17666513.066627737;121367125872.99632;31537059753.029766;824503.4793234239;54781287.99829299;0.4587075325675719
16167059.922473667;10496673.054656714;127361083786.12106;68464992862.259865;8413879.819654444;41475255.43295498;0.3105623599983983
68370489.55605718;19004347.62250369;98873688633.12872;32007648484.592587;14316359.955806939;73865351.80319917;0.21241996478829517
34479622.813056946;19551064.687663898;62729741135.85686;36151206258.8062;1615717.707629504;46508650.86285185;0.44076988445761733
16189280.043836981;15501361.385792555;97390437789.308;65776372146.57795;15338293.028616488;49645908.29893746;0.23916768487103413
73489800.17303576;19950289.868262053;159105667664.25717;35850487453.105804;446897.9631144737;70848801.55472809;0.4578372065640063
71476587.19676265;14706465.757448213;63741752661.92157;39297929625.6615;4153838.5944626103;62559392.56423624;0.3374776907808691
3488792.8947106525;2589116.0753865694;132906991095.30331;10213439348.572155;5296827.712257205;17108388.277308892;0.5255659129222425
52840184.08087456;14663474.822188007;33904520791.179665;20917012757.28667;5536346.126351408;50024551.60652197;0.3147830985068497
81710108.25672661;7401612.770363476;104916219700.04141;5551414952.014845;9744854.298550153;62165016.34931042;0.24784249200242647
10953285.684280487;4093153.2469874555;128653654922.43288;68816234337.63916;13990585.542454585;36767970.84410924;0.2893799708848602
87103893.685047;11658673.24287531;53780932242.471985;2605627898.4617763;917910.4729082135;59248775.27278144;0.43860106124775744
56045978.96849336;4105144.113726885;93070947714.85199;45812462637.362144;15603818.750950273;55364447.90053389;0.2143525256208323
20207504.315876413;2758513.887916034;174347238840.09308;55138372810.763985;222017.1560619709;30372843.961067557;0.5603103235517303
64247719.060279384;8549587.693605345;29120097320.542862;69575755644.1951;8439040.103646122;58283809.880981326;0.2675197333120656
36905622.353099465;18098623.441505745;20314254642.492004;11613260926.09861;9030592.366395205;46065901.50161514;0.270278071388228
1838443.0059928289;7985504.247389859;89804654166.26884;25410836106.651245;4827808.647932084;21044012.48260739;0.4704075550812986
83139023.00335139;5419423.266627561;151804318821.73682;42080505061.74659;2258856.2095582196;62961164.78525545;0.39258914470144
7932259.822655444;3884644.5083176033;157212036688.03537;34829479773.11984;7085004.005261812;26735957.208082516;0.3959631552768619
41762631.910964444;13465156.861458914;117873678492.95746;16416328002.368567;9968284.509907663;50651269.4493096;0.26020306394817205
209834.03132454705;18658197.674077753;61592855947.74421;3869180353.696334;7853151.397234071;28612189.72833142;0.3406184674078764
48978011.22877051;17687767.61375675;162235819971.81754;54473581936.01279;1389503.443060968;59797777.18887381;0.43745800526305245
29693370.646698296;4000472.959135409;67604441750.58634;54285107196.328026;5725884.868480554;34436972.475034215;0.34205278231491953
53959428.73148344;9764087.930382146;1875597703.3945768;20971029748.217693;7117183.710361862;45098532.97189186;0.28968659831815036
10155061.158398734;8403880.146387858;44584766533.316345;38868067378.39051;11538657.68104359;30010678.151886176;0.2973914688354313
54853562.68142376;14583376.180419676;53162756918.512505;55577776010.33738;16474001.593852289;65038280.768984996;0.20569113258130722
46962368.33812782;12641414.636187619;78868600168.31595;27143065088.507854;12810174.344622841;53881688.613140084;0.23281213408483659
50990839.31710562;10797035.300355593;66184593187.37329;36760627699.95624;7476983.443844983;50682757.12164013;0.28575922320696145
60569346.36261042;6165039.9301967;6088220404.5468445;60755135486.76207;15738037.9762166;57029689.322633915;0.21034456969260507
9103703.375127537;9424647.821286926;99302624725.0131;13605846592.25435;5185603.240721536;25272215.339705676;0.3948108598132022
27667242.274290506;7726557.154331261;14900065523.888668;65992853922.46196;6582359.8675818145;36490403.76605418;0.323815269678163
71779755.48501244;978251.5241304901;85142794111.78397;34406983031.45849;14079123.818973472;56936375.00255738;0.2172581446567743
32614700.15680429;16847907.657046046;99532306935.755;36361234394.624176;16408142.156940408;56041108.40439325;0.21637265472370215
30561223.509678952;16749977.663189746;155872730606.76117;67274220103.367905;715313.4888200331;50570312.36048763;0.48347476786635046
72167572.11464608;6662208.2393231755;21900869807.15674;104486410.73138078;4956331.849605181;47694470.17462705;0.32121216368196126
89654716.52723353;15180903.311903257;28408526223.29315;67703587908.08755;3465024.955939352;73588557.84766965;0.34962802680730554
66865254.37785864;15567052.816130538;78670255195.63965;27913929388.939674;16906756.177002802;69927251.50825578;0.19928468532852617
36087792.98187915;19746186.780414265;4093256204.062251;70737750962.2453;8157565.341253569;53960348.033387095;0.28048389667778306
8913517.949638374;18465288.731287617;153798313465.97794;68556747696.30693;12498438.264369093;50361997.66586947;0.2656684436090794
32249122.288508493;2634470.859858208;98193350546.17572;50174295986.0255;10568926.877415383;39109565.52390952;0.2721106976928982
65107788.276506715;19850288.6983385;123154949597.13304;53659780335.945595;12304531.840792859;75927270.630353;0.2267576807024435
26004922.006257884;13836507.581238024;150236088071.82892;41327104606.09642;2569184.9560280708;42852182.278447464;0.42093005684743456
74376690.98015615;10409140.959211616;101334381015.52968;15631282409.227907;5238962.311337475;59327407.462714985;0.31331179042730684
13190736.848329784;18987937.861970466;82663301569.12244;37743290217.32484;5533337.331911772;39567838.56909333;0.34923038369518233
87993788.47154558;7295199.18805891;163342263489.29346;44526561361.81706;271395.66369573295;66754454.999038845;0.46368707615017124
4256221.436979854;16473094.728946475;145113295454.49008;8464549462.079371;10792669.567809122;35933189.240498155;0.29642478505411674
52859132.69129169;11468062.871817924;84156002636.65063;3384862642.0729985;16582040.329822144;55479612.75604333;0.207314308411373
53287759.21315948;17297387.27086727;150714588976.96686;67634344245.52527;12296608.010087015;70930414.52894449;0.2313110007926894
16674032.246040639;11831941.302831482;82870186266.74586;204384056.8311019;3149006.124292741;27162997.930672668;0.4230157463555061
47310258.65929513;16215801.717218725;21152577768.86469;53298474533.514435;13035243.420543527;58225072.72908787;0.22920300398251536
17257793.11433975;3410756.1775689633;56682502234.0161;69145164241.65546;13908410.400568085;35223483.47061794;0.2693401947138605
80706984.87104869;6721971.138538036;72035671359.16806;15692168608.300827;3809247.0367799127;56113848.45608732;0.34623380080312294
58442055.66874903;11455349.807713395;64817007778.899635;43606999755.422035;4661769.580871355;53830177.44815557;0.3324008098855171
93237498.25025597;19345951.916169923;88695028742.4192;43080142165.35763;13491646.006124405;86994290.22121418;0.21200188907177653
10583178.730327787;2417526.7867679214;173500499116.6115;43277000456.06427;13360500.900309226;33379102.952539966;0.3063055381867237
13688501.024581926;13582607.917991592;71511936254.2563;55446925492.3451;10787225.204206428;40191124.554832876;0.28244759053799395
17045546.24477849;4097934.087119619;107374508052.97992;46753505563.78283;17078597.441759452;37888448.17763051;0.24772665187340936
65425861.93108222;13641119.595012551;116841314255.72661;48050238778.7126;12007480.15408089;68524489.07625367;0.23073268141363845
70865751.32340208;7925089.552914302;121454220296.96248;8315911114.311858;7657328.844925747;57003406.18623977;0.2752331794653786
16301974.959548831;13949183.465901313;18213118635.74259;21059463050.97511;4647555.572461443;29522602.972976275;0.3741472069156895
72257166.56168026;19521063.121154435;159547641195.67856;70215844842.82417;17055238.258184914;87057033.61245209;0.19597700369819604
61200136.39543062;13961631.165367793;34250344920.804325;14571974512.971325;15992348.5335474;60482643.052312136;0.2061196254295432
25822516.425120685;5276484.414006381;126652667034.34544;5397820166.400897;8033847.149484427;31999084.51369936;0.30804717829868045
75263521.60614042;1052278.2283511416;114908242497.1338;9565391194.95836;14387820.44939959;57187222.17316713;0.21503582918368702
46233136.40441007;14571250.921749033;114375458100.85324;36545612991.498215;14919815.448358702;60307652.4090897;0.2185839523014813
6983193.782057498;12072487.393730573;26150656252.471146;27455409574.842937;5668360.856225866;25081420.493016414;0.38112282764189254
94282583.17262556;16105352.556757635;34421361484.62834;30535359980.119358;7529191.285760771;75046857.68710916;0.2675618977122687
48224744.80900512;9035859.067937696;12337803470.875626;33865585596.67801;14962378.623964421;49759002.521667495;0.2196512725245573
64212798.1236153;12735615.641901646;3022865130.4284544;29977128301.76769;14325798.40333187;59917790.499810845;0.21523488028300175
20928549.710121363;12876369.292590182;49066084733.41491;24145631723.609447;6389239.55888275;34212027.374726176;0.32980112218155133
94953986.83617876;16828676.064830236;53330852955.1345;31335063044.426987;9151533.397898007;78484236.785021;0.24800331072915238
62405547.901413605;13766097.885818608;69647997131.30328;21555253483.723682;2020747.0767918571;53347550.52415333;0.4083685521438407
92610533.09466177;14769544.349646265;113138213811.06659;62981806111.01752;13703936.763763493;86385692.86361146;0.2116053580291506
79706221.84958509;7699881.51954062;83245836781.971;15609579448.878527;3692171.3893568357;57114886.842137866;0.3493429098806219
77172565.9811347;9011966.879254794;99053493237.0842;37777359002.42758;10159812.025417035;65967936.15239343;0.24470106246266732
55659048.61067869;16202297.08693374;40995341697.53635;41621179839.969;6132088.806255274;56689126.40237892;0.3012829096112192
69073677.65204981;8517293.664210718;91161017904.37775;9806783602.49274;4466648.373710875;52830673.04333042;0.3336330187556723
56857472.916681886;7083291.822879288;172941203567.46594;55029787019.72669;14483492.138288539;63625518.00253567;0.2191310221272239
68416648.77681632;5366526.338545381;167706394062.91956;16792825485.99669;10510379.73192476;59106994.29133663;0.24524644121233385
61068153.61380535;12315060.538833573;29166734501.766987;18070726416.59446;9520867.170578284;54119984.976072915;0.25529398858028307
1901154.3923347183;10892699.16800221;76871765499.15804;43429990233.16235;5419461.98331152;26210469.57843454;0.42299399074145505
40650554.99272099;15455861.51279651;167224216321.44678;16077488073.314314;142661.48413441484;47411353.81696518;0.4961051971427619
76210815.79169182;1809023.6557350536;158416918967.03473;11574706710.058342;8836505.746651873;56950348.95835768;0.26056718140792634
90970914.38059229;16959839.416855726;154084238587.51212;5377487259.982185;13325751.552107964;81746718.97886993;0.2137078343000619
62254893.93503865;14921097.603633236;42331604748.71926;30916249833.14136;9770090.906188719;60021792.15810369;0.25115886126882403
52871113.28405208;14117111.382607993;13555223766.503445;29578113386.534702;5420678.689358313;49479316.33236612;0.3173672046577031
26796806.46761139;15610782.42310699;176996491155.16632;34679443088.555084;5459396.057710279;47753460.41555951;0.33570210115068166
54458814.17892052;5295703.4214901775;129092020635.2166;66760672460.92215;10699521.272521678;56993846.00909291;0.2497613887322656
70878107.60908537;6242938.44137923;133362237233.53786;31091580291.573475;8535799.373696387;59811129.99633151;0.26460583598119736
66175008.312553205;9228639.637457844;146924643599.1606;26137671231.20493;1719853.2166434545;55398746.021615535;0.41918959503793096
51834646.58025479;14154807.087966576;176147549921.50946;18449989129.828255;5295251.506783256;56392042.494074754;0.31987371088524064
6003267.328768417;12588416.062749816;173237143140.89664;22444714724.10124;15693256.716065887;40101599.48369176;0.2629640607693565
48461617.77656441;9936623.276696667;151626831013.98563;28676079411.74614;15207670.880119663;57979686.966365896;0.21763466011017374
87574874.62497966;11392293.55079229;144167816645.60443;58794526026.869545;9103591.076240612;78182653.71006137;0.2511681404283045
48478560.68573734;6871528.916880357;133755864363.58792;13423773296.474522;3428105.6059224447;42977182.77556721;0.3749046968958487
1264623.0661738978;7371716.118996992;75000131706.42451;37080657686.34949;7179130.552465214;22705140.895449422;0.4303763789339943
41206843.847811274;5434568.532176834;53445962141.32225;9190563148.04906;10740691.94263321;38339196.63591543;0.2590043367967423
43666772.42296432;6443602.887374794;179304007336.4456;53073319225.39992;15202511.3643883;57011500.69992292;0.22234451418983436
17810220.529441852;12491719.517199054;104875388330.64069;37221371962.15003;7102086.733664995;37719440.289725155;0.3235079766771267
16869915.4226722;14283222.90264907;123677875613.21637;26119037107.62195;11177456.941888193;41599910.45274972;0.2719556035561439
78584411.43875845;6059314.536194195;55096258125.074455;39537740615.312515;6221222.525356339;58569693.241999336;0.29439956755646945
14551121.870468099;11093845.62361387;148976180357.42075;47729131597.269745;5275540.358500641;37231562.34720091;0.3682770214173331
21125362.42104428;4588292.675083883;34167583113.88778;61586876208.03249;10150675.751302302;33215912.567636583;0.29193043594160417
24173301.08854723;2738876.6920827436;98529037902.78629;25175302999.34055;16942081.40082425;36502493.58703775;0.23675681186655506
18548505.19752935;19432086.499096822;61261215058.44617;5087881600.725182;16680382.097378625;45326676.72979875;0.2241624848571233
4640292.450800386;17841598.031448107;160440537309.49078;26010902927.6991;6096376.30016832;37260015.07246002;0.3585156460074018
16454778.072137374;5658187.067942286;124381145541.46602;36203889881.339226;9004015.075487943;32576969.09089438;0.31398709454343
57654840.73510932;11286309.86980169;104312781083.83441;43842294789.82142;9076623.308916003;58805559.83339824;0.2622617209655075
75104307.12315898;8302383.887474506;53922230533.35527;49925033562.79794;4971157.68022745;59512617.62257737;0.31903078429796783
7148724.394845693;12392418.499839725;78303180663.1562;7825727145.687144;6625132.228804332;26372713.120386604;0.35924531575215213
28065857.748839647;13891381.330954004;49353507381.49329;9649831853.255453;16948986.76808074;44718166.226691715;0.21901247579470584
35385747.629785426;9524330.068359526;80686608106.97751;45863881171.187805;7054712.918838303;43360811.407655805;0.3049421954360618
91065190.2526086;92215.86538705451;174474518364.12854;59098819898.268394;9964016.637042051;70999021.6977951;0.24444778245518628
36373057.91814112;1096965.6978593431;19569069682.57858;3604104383.694117;4994818.149637683;24617348.86037005;0.35285472115290606
38253860.11491574;923144.5469460044;46717954849.78184;713230012.0455062;13610417.673490288;32952389.519515794;0.24206377928775713
98949263.85150886;1016745.3579263816;172761388211.6766;40224023719.74861;13000555.62079981;75426318.86100557;0.21668801691656303
34823984.03608261;18576346.168612406;171459922032.20032;44585380236.46078;4516498.342624632;55093677.08936398;0.34648787985747453
98909246.58429112;12299980.779915221;154980135233.35474;11533671724.08253;11864350.965344561;80864773.65960038;0.2234138768699726
12863238.024177926;5048348.3936793;156433505685.47635;52296838762.921936;6822214.612315784;32550828.509048503;0.3622178341467611
58518132.41346199;15679793.811383238;57683786183.44783;1631199777.6720018;1228644.7587212545;49291553.89980116;0.43923100177265795
69712001.87377512;8264297.714760954;40561667144.6283;63327591909.0097;13233.129316848584;54179148.327366844;0.4831184883387756
58371875.2050817;11708597.53695028;125761963986.54735;60804930303.27988;9989407.492683344;63818495.74482292;0.25191058991975623
35118109.86439982;12849321.21293775;101592811149.96783;34903142145.45607;12017672.293658506;49913334.06058198;0.24653075194673812
76252773.99546765;5157061.159489156;53479962135.734055;42869828913.61907;4896387.988229114;55880991.060604915;0.3212969389145379
85690137.38878293;14236273.944628187;179144978954.30826;43712542205.25327;3159295.504530888;75474499.51560901;0.35964570244776106
78785494.08553508;3796431.254031612;96519730230.91565;19261034594.470932;3553121.203133031;53891370.12787631;0.3553811238347818
17069881.017785765;10208701.614475654;79340463418.2755;54273882165.84009;8626726.134474283;37159529.437161796;0.307142599756271
89436249.98694438;2082893.2878776116;87585292346.36697;30683315181.99118;6729205.899713857;60975343.83398769;0.28343902642577745
79087203.38501789;2282436.192968395;61479558384.80202;64255891805.99043;8810645.277172927;60773982.282233596;0.25878133920422053
76828314.7713352;13752807.36889615;69938188556.63774;27467806066.668613;7330789.373474392;65365484.76929784;0.27564625168078516
65214942.85134698;11640926.81678412;34394373550.6092;48121439390.45939;14046427.719810482;63377550.81157978;0.2168691555289648
19702075.787312433;11988398.137609538;86220736909.22437;4699607749.104887;11593545.180740587;35977359.15470934;0.26750002778663007
98462893.1736298;4948245.08754772;123547710048.94893;63941245721.41194;3473874.1285353536;72529587.5125685;0.3491250839395328
8056983.642040465;1603211.1375273583;63336380884.131004;66949730684.361984;12714283.680784788;27984677.252193734;0.34060405253647297
85076678.29555616;7000690.354744514;8818409611.627129;34918560014.879425;1502144.4521434694;56005349.48878718;0.41964846743663253
80987758.79353552;4577668.98800142;150505777551.5044;67856406812.36905;12493430.679100288;72227554.42645144;0.22433523980359504
5882800.7002829;13878191.620982239;107211785265.008;13501149688.23641;6833919.410050383;29776401.50008364;0.3543076564915213
77081192.6855449;2079061.8709406785;47878137189.944756;64358779562.2327;12109302.529643064;61300251.00514133;0.228741148946067
50698746.07839232;3524786.4527732297;32395036402.416546;10120417326.256279;15808468.429180736;43935848.575969234;0.21641454307285102
24916735.221608378;15884385.463855473;167568619811.48798;37097244238.09728;8082891.85070732;48866684.76306411;0.2938996689536687
7734203.661574432;15793399.216401273;50453679323.73462;41017467128.07565;11380088.05978341;36695419.71113292;0.2842087500357511
85576238.4858473;9109767.961312477;4881269756.7504;23060153617.20783;13925279.433428684;65815827.54596152;0.21230820273992135
81135807.64482132;15271778.509018665;96613705284.57172;69991201634.15823;5368904.893001606;74954789.29951204;0.30657148289468805
15882789.62289795;15569734.128137458;22555039723.388638;13189908880.99877;12563626.033579884;36018838.01620943;0.2595351120524463
90090441.70572859;16882827.338848058;56119161628.52192;67754359318.90212;10951744.930632386;82669915.77445205;0.23193927248452562
87872474.88939938;2465445.203509876;93383970760.40724;20982193674.455963;9995716.710480334;62000662.12254465;0.2444636933347798
41663329.20224431;16281698.376059111;164278816109.0027;1603156773.0642896;7563861.487890127;52135520.65096905;0.2862889376317074
14021227.934324568;11920470.564081382;11948445702.280724;60282558941.17329;8617626.933418592;34430684.90104172;0.3102003588794062
70552264.32568708;10290199.365586469;18460894176.656277;2198933084.2802944;9686680.606689904;54162354.58830059;0.25051804986800175
70110509.99541397;3929816.6415046286;156959603666.75894;66404661270.78481;10908043.413635558;65108951.80186723;0.2409787567708902
72429350.4833059;14466636.01297511;34976221188.00601;26072481056.22422;10880638.592813862;64406091.523047715;0.23749367728440862
37353576.5639905;16688629.484180244;2175466629.4192085;16124673880.49205;6246935.337935331;42411016.56577418;0.310099845150294
23472032.562188778;6094604.484316794;137493550980.62463;67436433685.487755;8642300.83392552;41317048.34609666;0.3019367794177137
8524531.43475115;11067425.908916663;72313145320.93079;67580191357.74943;14835500.808801908;39859851.88374391;0.26630799393863425
99770408.45427336;14727292.05033179;23853397837.482964;7001762264.8706875;294135.025638525;67130753.29667845;0.4559348518134102
34358957.03160184;15293501.532055631;150169273971.82132;60313996779.269966;15164717.800208293;60566199.83801256;0.22292935849437623
58357708.96356345;19454982.622163247;51492449221.65405;59482307561.04624;9850599.743688215;67143910.14083722;0.2503495586075032
66376054.16968938;11144890.50205104;89077577525.02359;27885491250.961613;4527571.676422678;56550335.547125384;0.33203293504557485
36660481.591924645;16512413.767746665;72732003321.24309;6117472783.331437;14109077.194123572;50314778.30816676;0.2276102551985818
75463385.19321404;10144771.116727063;149351407260.99738;18696417899.198326;1444196.758539903;59853636.393849745;0.42410940432134114
59834957.94308718;2345023.1267302735;84885028141.54869;11410120208.080343;7641555.196623568;44294242.31028319;0.28310254906107213
20455132.626487706;19554583.744247317;16104851088.576242;47801503863.08388;3048096.4962739632;39602034.13782364;0.40495880562251985
44299.72197242828;12061013.878520636;106493478176.85681;10893663955.810068;1299051.7903988606;20486765.808216106;0.5835130781679339
50183089.577452146;812470.0445202446;95758871580.11533;64929822035.45173;7676379.66078347;45999267.72709751;0.28814006460429953
75312294.44247696;6104018.206842438;52746606866.94797;43271850077.0541;14260573.861879706;63395942.0500231;0.2140477711713935
49207959.8498795;16456254.068839652;7166248934.535253;17858443970.095955;277967.62861104106;44147174.096336305;0.48213197153608744
62609952.70820408;5923228.297651728;63827533267.943695;16328405175.556711;3591337.828216916;45735516.14551842;0.36098431404619225
682887.7189040438;2746905.7046725396;158076423893.45255;3304699838.4810286;15385307.717629105;23868339.990660563;0.4357856062921506
15940862.15892587;6458443.078114915;71704705014.7515;65230860749.374275;15144184.669013198;38830449.15312593;0.2565983789155002
18058576.533297904;1230784.5209660449;47431328989.42008;15103710583.350952;3041113.7957274043;17273719.54817708;0.4575288433504633
88101519.53753078;4750604.083042944;125842426100.39107;66790224084.971985;5083715.859880194;68881816.65298632;0.3125140359890436
17453201.253531232;17615954.02893151;51452909845.97265;48900816981.089165;1134597.1482870635;36843777.64461774;0.4873279214270674
97467068.01836355;1747954.4116325707;114037891347.1764;39521652064.62985;8933247.33175482;69005980.67011663;0.2523406167132627
41061970.38022034;11701294.895127308;53278759119.220695;60883517301.84758;12640465.80119182;53128604.56801132;0.23821549687003352
80049130.69006063;17040640.61971425;54457159474.37412;35538255461.202866;10494264.927403226;72897171.22292928;0.23821870023318603
41023558.90053796;9533014.014121626;133302859542.36375;37859949033.901146;16570056.790631237;55136376.73109273;0.21458662214674695
17156331.578980047;13754399.27454263;46082479409.33609;59855554984.96479;6075058.0553796645;37762267.87622007;0.3403612334856765
10698200.110851467;13676588.78019683;172902077823.1752;64102681284.06423;11085223.195461735;45848427.40073752;0.2845621324861567
82692764.38646163;12531102.38996881;95589418925.89075;60565839590.75536;7557339.401419297;73267934.57330738;0.27121672672156416
56490285.87337217;1150886.9467140934;103521819370.37216;16185886403.40301;7029626.629438989;42667501.82097273;0.29442682334084824
22748206.305871814;18594823.494733013;50329997681.16646;34648419636.31482;13157459.024102457;47445412.403076515;0.24315315051283803
89893484.50705841;9784872.883218521;39877048729.78868;31962392370.509804;6506529.215415682;66266124.80697966;0.2849696573777727
16150246.227976775;21623.020745197526;98654647255.43372;16088175303.42763;9290253.024195084;22779718.431435607;0.33270831574325044
30317976.77855043;19723881.78515011;30950836218.349648;54028646666.55146;3411206.6539718662;46664744.76961136;0.3808564248135785
9835573.314748062;1775773.657423847;95969693012.8399;55517978896.48164;14556126.657103144;30653135.321738787;0.305826710230905
68614872.51533273;18259919.773252737;45853436393.00413;71206696478.88011;16120611.74583933;77095046.9286433;0.20191669416949243
50793061.88805161;11956546.569018975;175982227094.53958;12102189609.230076;1019350.2548814141;49575240.26629554;0.45507395280056306
39884301.96295005;13537945.313935379;161054649768.1828;53142874861.19422;11438369.048690375;58387308.46643753;0.24719733971763136
30592416.43201574;1946405.2655911506;134067027391.81558;18643301236.66621;14803595.085216211;38382825.3779268;0.24131035864546946
85562348.75353871;4856218.365416334;1111673394.5132248;1773104662.4894238;10822713.190550566;56062451.804584;0.23666388292817309
86114251.45067567;1659742.5467948297;30171009323.86617;42991372448.03294;5711638.93795604;56647788.61137462;0.30108986314518005
4734428.73239557;8315891.210707045;112111703744.8337;19867362905.84056;6326318.630950799;24415628.495086543;0.4007357264490704
87821533.31341627;4637202.04927722;177707680790.49225;23808430590.86921;7787577.408498601;67568027.16611849;0.268400387918989
81882187.73218463;17738570.831212062;69786013470.73816;10280066369.247454;7622309.511492804;69701184.57502714;0.26898550297166035
49309172.854370125;15398956.191381903;168723577763.1794;23219458942.24066;10661929.217434216;60648446.48268603;0.24760051402078453
35872980.48785063;63792.12589567463;162308016627.26666;18172736825.51873;14808393.874283995;40647681.03614862;0.23660427959864194
38689197.403362945;16407999.429494724;127607833521.41426;58693321324.75813;1552767.572781422;52158348.07927947;0.44161200873170736
84700610.15699624;5772097.630908604;99420472428.25026;33036638480.657063;7103815.171985118;63562045.67894517;0.27887333927728086
68546281.78918174;7834219.061245784;129255416702.76302;51653254371.130135;4613714.816482908;59922565.65878709;0.32991704234565766
96346896.95757544;13911474.167573027;60451376478.74256;12319791189.11918;8673377.656430686;73659447.80265824;0.25361028169325106
37297064.509697445;4033667.1242375076;172404765842.88162;23882480899.62684;5225946.865514229;39496713.31110794;0.34203862433947907
55857377.90236735;12619286.578875931;166023262526.90976;44377122427.067505;4680207.094080298;59445134.661429755;0.3320531052444705
62047402.40800667;39123.367850406226;144333377894.74756;40694527410.288216;4610258.433865058;48191057.087278545;0.33747239905532955
71642219.3381112;10059220.403932873;43865175251.4125;26846830414.261425;9956619.023611572;59513474.96775639;0.2476630899441964
27168773.591052286;6742969.959287864;116531304481.33241;60836202944.82677;3374045.503118921;37781324.873453155;0.40393866120400423
58297953.80560705;10203426.376224456;48040857842.056564;49701394351.449135;1402302.70686764;49976038.2936609;0.43633653320362475
37780452.2982583;4827801.493917679;137564974422.83868;54063579495.82216;5426990.493440347;42939599.577704534;0.33581369145252027
60311352.78973262;15739239.88140124;5122112803.818788;53087775514.54605;4559515.723124566;56972417.045843415;0.33181484639350645
79679715.12836131;9392194.277478423;65634210565.40893;52406101133.20197;16134495.135414673;72257893.38202086;0.2011046700133854
35855903.7447444;11858052.035784952;82376849717.79427;52821212380.20506;12246994.112224855;50884020.64056507;0.2448910378731337
18889862.187385865;19273728.00820146;83492786067.06296;9535477810.10574;16550465.191718237;47094368.02859015;0.2246407125688874
18471657.672362763;10878112.743265465;4541948839.380538;1323663784.8448641;1704667.6390474287;21828614.99214868;0.47613878797151055
60465601.897680454;5667126.231193338;71000327780.09804;3109432596.0728784;4767577.706426515;43851938.75264679;0.3319758042658244
26581425.773766294;14127261.5875356;145910216672.58575;10155510047.618353;5310052.426479857;40917124.44936928;0.340721005247985
53031040.49475375;2492431.6412572586;110170938411.3694;40596512376.26954;12776742.809002629;50349521.18161073;0.23515021323495322
12599424.521537041;5038258.197622314;174549444642.8612;69259224964.37877;9301032.447487263;37630272.96366228;0.3254630155932945
38770696.09435132;1011592.3749219713;111773949654.26347;57162132011.30801;10612423.067505995;42505106.593978986;0.2649620437469469
71364291.53604032;18136593.231083896;63995580913.84804;4460735735.920189;14874759.869977815;69149665.58234565;0.2080022503690857
73850064.68448968;13481342.059335554;119160788529.73726;62609460155.420494;7714012.270153133;71507685.76632237;0.2713729516214187
79399321.0138645;10445582.863676766;96575639727.18048;46093952047.08411;15678496.484219007;73671366.8362672;0.20347597875081735
14249899.592899576;16467244.573883425;82030819445.954;20729665721.017708;11015375.906055426;39290114.28590246;0.2742402098822426
98536585.01155922;3430893.9139285167;137176100947.23146;43110722305.77941;12190087.844027681;75450247.12004444;0.22265375316274105
63584980.4823501;10359611.872155907;173274259471.7956;48739559037.048;13473131.313544607;68652681.54651251;0.22170850708155543
70285514.58297975;18740512.943776876;100876277910.96631;61918094340.97628;12308847.9785387;77318879.20602672;0.2256609817575922
77228396.1729505;8743501.920420203;10948319036.278494;61840886302.29688;328043.98169112764;56800984.926053844;0.46656542809625523
74753352.95983036;1196001.6311554143;154379452765.62244;52682025013.50295;163592.2183560907;54588956.45813655;0.4767313622308472
64014033.98361813;10323013.208726624;143168342177.88525;71577653577.02577;15022800.622953497;71492268.22999802;0.21166901289326978
80136917.61658792;3170332.6349110194;26445188129.778984;68711936321.65322;602875.4811192623;54703449.66148399;0.45575429906342724
