pV_FFA_P_inst;pV_DACH_P_inst;storage_ffa_E_max;storage_dach_E_max;Wind_P_el_n;CAPEX;one_minus_oa_times_oc
52428327.78425237;14366204.21821094;120080438959.1943;33115533871.075443;3333438.801543375;54350962.41354371;0.3697084040016423
16083055.116374336;14476196.955170648;69541399172.81831;39136672482.45542;16649142.905592421;44303641.71360529;0.23317196985387467
86263245.08664115;19148582.982229725;81500600012.23022;37307119185.76949;8889744.443410471;78656869.30125558;0.2524848809614294
26493940.114652652;13644551.308045095;27713407783.123283;23196142232.003532;155920.02922585135;31769781.57413148;0.5180129602410413
80161688.39141639;10582000.844020158;162891414966.87598;49775860847.61533;6541215.002084111;71531593.35162;0.2868197456400866
71150261.45304567;10482563.947784482;166688148789.34232;6486605717.32623;13416772.504256895;66281644.22375876;0.2194153691670495
97431499.65234314;9663523.782394549;116449787254.75839;41237710595.56355;4424178.128605808;73894299.63522422;0.3241048531177112
92001991.81337728;14755552.875000611;784062600.1849794;15935696980.595406;15964125.603923034;74986493.26528005;0.19812610476511083
67351950.26018806;18905990.997395888;88810094131.24377;6549753427.17023;10654671.998167241;66416552.22051365;0.24000796116854817
7048145.505821183;7527159.672866317;37074548643.416245;42612634962.27552;1333776.1826550085;20029683.232162893;0.5584108531645977
25770439.66181954;12001167.742220422;131061857185.18562;5050453508.610666;10488582.325411;40735490.48145023;0.2697074554225867
77285975.01942521;8858436.607432563;136525182562.97282;52626833998.20857;15460426.411995476;73990758.79050256;0.2055415298611396
49248551.71218446;14671453.44802328;98222532887.02353;37592379909.73326;12312889.001804544;59208367.31443318;0.23464061274690695
63108358.14836655;7325346.409306529;59869744525.43697;35968515628.83325;5612540.772504778;51410655.1516195;0.3116498568381273
81035510.67974886;7021996.357274178;98349163996.69203;19357912007.73535;12880042.280539805;65352224.741777375;0.2216167459196564
41631048.69626563;5307645.164305944;32449849298.704445;35140497330.84943;9435164.193681523;39882936.69246812;0.27208015951018716
51612533.399054885;1823974.0590104226;84120475033.87326;33703414591.18378;14856616.73647364;48127092.839328244;0.22199406304563696
16572644.37533075;5012195.093015905;117209085847.65753;71087754688.53423;8332678.65228929;35932941.41262008;0.32444370972128833
8777121.477932239;13493358.077026723;133617456172.66417;16445052342.480621;5003913.5375222;31342081.026293702;0.3842486837188307
24983345.567993544;9981794.351494005;107948247696.75526;50792160919.876686;9975731.673133312;43006857.55681004;0.2791173837200345
80965816.165226;260729.58809240913;1430028877.530893;46609429131.86289;16312310.164002314;59530848.16632871;0.2014046153867658
53669579.32019208;9551848.564275378;137458693339.64984;68404211455.79961;7937664.230851281;59477065.39635149;0.27827940107697235
93153101.06855044;3155718.5174396825;154734791052.11188;61990093026.17065;3909878.504678276;69870790.3534202;0.3387447091286726
45154355.46943513;18464243.624284554;73217950703.28206;59072342590.13065;7423193.601132324;58880972.51421851;0.28551850844814375
74173290.7684494;16835967.418495525;24438872347.22221;46012693244.94822;10169068.247696685;69297780.9584701;0.24270142481821633
84332671.44929199;11558293.70809857;30944690062.402073;66877098622.843834;15401494.356621813;76283385.56796157;0.20336418138658585
292082.28497452015;16165734.61748021;64359964895.48084;40291811315.264534;3240389.0571942227;27913706.063065477;0.46433835469768114
7842774.199357989;4822510.449592927;19402885008.765522;11164408634.417582;12905247.873567931;21051383.820826173;0.31355716165530856
619273.0540832862;19203155.758333333;38585837544.50326;63078674207.19651;4228411.595256404;33588685.596400306;0.41469764262433184
46831275.7868537;18291116.058627397;136712600930.59258;33612292722.899147;16750673.55999882;66533277.607488945;0.20607761135029812
9037350.384914827;8353971.543418137;3008301126.239598;55044255003.368645;2070163.2823864452;22237432.455146562;0.5057090891777873
26939164.43962837;16267842.933332128;91917249876.56459;53717165583.37531;15258319.131662626;53748395.82606011;0.22739221417669198
40562537.34886583;18727113.679872766;31567660253.64865;56014232607.13976;106236.1092530799;48621572.86799539;0.4949404014952108
3281642.9836115497;1640017.0136401472;82964738246.68626;47549966599.91467;6373588.393630002;19274343.95325025;0.5277147716186572
4242392.3118389705;14248355.871353809;48584658549.25716;70495068507.75752;14743813.140342675;39917541.3168998;0.2703484821271632
10941131.451015418;11484107.075484915;129127667322.69089;17877374466.745556;3679524.227560407;29371043.94330486;0.4222161479186447
42086815.82909088;13228290.300105585;65883366299.23821;59441232119.54049;12793243.0891489;55782544.23140656;0.23538609653468012
44594966.93316263;11216916.62220265;31275238368.857254;23687040307.82316;12104146.314109322;47619889.776500136;0.24052694335128055
53826158.43218928;11917676.321292842;158867095004.54382;5632999870.063218;12388322.37698418;57730308.13566461;0.23272773739114216
59944625.00418737;9473767.394713651;126925066668.87881;46787207295.20529;8444235.594908612;59328872.42114946;0.2690043158669526
22934625.951191638;12264312.063008688;174934133231.21442;32622094200.051197;2970385.8611628413;40208823.808440104;0.4149368341113542
48634130.812295675;15309994.851265566;82732721630.19771;32485747957.525352;6607767.81695998;53691057.87146734;0.29772563531617824
79340236.52124473;19769703.22426083;113356468419.6287;25687754937.906487;77008.10254523561;69362902.88203628;0.47044732058294525
20552426.773476217;13102258.91762238;7902283827.320205;46449819171.95177;15561022.631975658;41939618.82040887;0.2353576724626224
76790752.61817731;9220777.523175018;139666460781.60544;26871579307.071346;9492824.010434337;66227183.45393853;0.25079708437917414
91215910.6748751;2174170.144592296;87707044037.54927;66158064651.38328;13791404.152592558;72186912.24458578;0.2129620465824782
15584596.647594698;7437015.86208829;176413982267.4834;5607240600.1933365;2007528.6636293419;27314520.89293913;0.4828441074998867
55952532.1593608;16667659.5526616;31044696264.860115;71491803869.94759;7674602.453178375;62054000.02443296;0.2775172365177294
87111641.57913066;5228901.024019844;147726885132.06583;35168605350.4652;5062514.976723736;65673185.74102958;0.3133384169384209
24889280.810111795;13022382.13433701;134335846696.78227;68973866147.04268;5768138.206492996;46835932.42006204;0.3347914607904876
28996373.64528212;1001387.9301624537;79624670722.75763;27810743784.57909;6858719.850155388;28929810.761764802;0.32656828281587136
73112250.77584554;2253658.8322432074;9454084262.83148;43793171479.08557;2167122.0748679163;47042737.60745832;0.40166724112281127
98778882.10920566;14269868.087515133;170880212123.24747;8696364392.172827;7519559.759726204;80000152.46767259;0.2670526990948179
32319985.06214274;15008657.10962723;48345562684.366264;47045257510.8034;4978783.726952969;44122665.57265636;0.3416671654381581
25277975.246907976;3148506.2850609273;134132102669.94421;52382404216.43332;4202194.427627623;33666257.12984828;0.38896268951006485
53680457.179965235;13634848.045405414;90262246891.1458;50693831119.61019;12371002.737301921;61808707.83781843;0.23251608690197778
94367767.31180781;5705618.657374088;4218434699.8157277;68062310898.413216;6898492.867311506;67750828.18297544;0.2782596662668264
8287671.254725663;7884638.69705033;37532650822.2247;8449033921.947035;12171120.22703262;24415438.696192756;0.3010490733363066
98212837.85065489;17416758.25202121;123039921145.31102;266997807.86129197;1620027.1513153138;74610831.74444427;0.4074294863577913
59102385.51849363;18186307.253937334;108093660274.83797;39047647674.90815;11894724.039100755;68087030.79040462;0.23254696587775736
40112972.06022033;10236506.186805643;162333359293.30173;7181468131.578091;10929495.320527976;48506059.797436625;0.2540902887577685
69187066.6401765;2011444.9397667658;47095386639.27578;6638875359.100172;1387660.1486666033;41184199.762300864;0.43507215666287624
50227678.898314424;8723365.000377959;157387717242.93637;15643055385.451357;371594.45256332867;45032308.93932237;0.4838352188573627
77563897.43892853;11318486.674079435;173671229743.60733;4759685371.377726;6250671.291631362;65097907.927381195;0.29227560301411426
72556145.38092253;6113485.584316445;61627269563.86916;45989825233.88474;11476248.205521386;60809957.35383992;0.23486834292505554
61690626.97623817;14290438.643359762;31143921161.887775;17055491036.806673;9195319.09675551;56131277.495929055;0.25765476660470177
48420033.76416993;4518167.615158205;94447374611.57506;58653234810.95179;2462187.8110123705;43968184.33544437;0.40899476105854005
17991588.965171583;3087834.042023056;81886451041.34528;55915724239.97959;13113366.46557609;34233973.46497393;0.27470432067449346
93212205.3393673;7460988.693363729;46018776110.55875;51774152349.83994;910320.9366823736;64497285.2314013;0.43802163235925073
28119266.022092503;19231007.653238136;95698681600.97226;32478988902.590508;11676100.231979769;51875279.941460796;0.2500202628279977
9332499.755284213;10630744.56863955;58150009643.00637;13996891198.184423;10032685.934680097;27996077.654984362;0.30854838254810213
83982079.41131692;4101742.2998978132;94603029337.8842;46463382308.73897;5754650.369598153;62117741.17773998;0.3013277270150041
96275651.42228898;2657118.6902271016;49160763545.70583;34098075635.3501;7359231.376862737;63781365.3025787;0.27182817340695975
12937947.466195371;3731165.2103365846;128380758967.73123;9037999988.819532;13905135.770319456;29016532.93449498;0.28311547838987694
49345235.66798059;15480501.246435953;157991288161.7974;33995830585.209637;6809392.050624614;58759100.0419959;0.29343984534649437
51634173.9299368;9113830.024024412;3236148797.651331;14918215717.231413;13301506.929995349;47158807.63597431;0.2286172646507909
83075764.42458731;2545846.701337056;1726459272.3974853;68607046661.5778;6487620.923895765;58574115.49134931;0.28841594044312313
39971609.80467172;12021176.187154828;54167170324.46222;34517303725.306915;7454874.603525482;45401494.24423088;0.2927461750874264
11187291.982321337;13726591.282824375;115369938961.46574;19555712018.67871;11102833.007249504;36772874.19654231;0.2837829093467895
59155068.08510973;7582589.3732808195;30684269195.806744;8321045009.033658;8798663.712524422;46619503.51791739;0.2660843995386303
24334679.649188206;15357016.237154303;35470279335.07171;54452331896.65807;5435691.255517637;41134519.45209313;0.3401729360096293
43154804.32579389;18932827.22979984;86016235105.01381;4958592863.482543;5925210.991780062;50421510.81784962;0.3105948968566944
55310358.57773668;8309130.133636059;27602311441.52595;12917119354.332958;4086501.0603633383;42356691.31929682;0.3505715984779393
75445794.24194944;13526577.387568645;109961961792.32553;33413170163.59161;1981218.0504981994;63485104.00204504;0.40390330959187415
23507628.754832424;2763810.5432752203;133870653139.37578;8901682345.34644;907307.059556852;23871708.493289176;0.518169308798503
31721257.41927776;17114827.123288475;37266943347.145775;53770859593.79984;5068575.729065447;46315448.314817846;0.33816530256443356
66450468.1921839;17436142.62379696;137258582447.60228;14046200401.825169;13756589.050465012;70555156.47730239;0.21667572651230493
27409456.809059817;7706758.432005664;42324393861.696884;19046787721.806316;14702038.779882962;37434758.31957072;0.23896946401133912
19099745.51715046;14124188.837897766;179540026202.55664;2642454264.0111012;7770700.927670282;39843540.72903596;0.30803156007473864
52031551.87607675;659085.6307440015;10605424637.92651;4570957672.230033;308372.12417179864;28130186.15182798;0.4935829826242021
24347806.445536204;4267382.463910603;10618822900.53922;63334625073.09492;892154.26548141;26496811.695971787;0.5114030578071961
6652106.035578486;4278428.716249076;62498686979.236404;26557555904.198296;7403141.2092514625;20317536.348739814;0.3985167008372468
25710701.97461707;1188684.0620451747;39835425646.06921;45850689740.655525;13712913.94009011;32909951.059849516;0.2564789225851418
95675770.20698084;6552099.766083589;160038992977.1086;37175845184.360664;6528100.728686254;73340427.41264482;0.28371181920063204
39850053.61620396;19705856.67613588;162085263875.969;56827586165.82452;15984923.022344658;68517032.93380359;0.21243817192730297
19796262.741973903;14242473.109814512;20642030948.08792;69428501143.40659;11870526.995806651;43833126.60580115;0.26193719270074833
89240651.52611282;811622.2965807908;93759820600.55707;1863480420.9634476;10314605.313467009;58635597.69212444;0.2418436893236564
92530618.54567918;3748980.8464366696;130899419234.33873;20884119315.600304;11506795.441807142;68817148.78526159;0.22962512235306187
8796102.90252942;2002140.7635069485;79956128531.70694;44078818934.596886;119828.0259103989;17054128.56021552;0.6579581000808535
23708015.009404615;1983950.5684285855;146253514388.70093;48944990074.62595;6069790.826757982;33313411.725158595;0.35040946158305186
58551440.339551784;10988520.828152744;119537658310.66461;18424540848.135357;14215636.242298251;60125913.20359693;0.21864808166007066
32769665.38907436;9001625.928245738;1382665233.9454181;3451546783.746194;8552012.319600573;32356664.09544506;0.28702701543891396
23399013.384829894;349234.82200150227;15803216644.53606;53731659887.6756;10468007.889753869;28240434.4519388;0.29155175274913325
36780044.01225979;10954740.508470515;142232487660.27924;42829272570.12347;9294791.459418599;50166171.05836369;0.2725687172657256
35525898.66202559;13684847.20893443;157329584170.63608;27864931036.256134;15544126.951450864;55716553.51805073;0.22091435668466863
7821550.77771132;17002108.741979357;9745509877.736013;9228505643.202698;935302.6576171942;23437515.234366957;0.5220131007477455
55007710.71809195;18410802.249936994;38751493461.5822;8919617864.804277;8397215.830060583;55604266.04395023;0.2680094324434058
89701988.61558981;19777348.390470646;23041859670.168648;7271571252.741475;515148.4710334222;67304747.81831963;0.4497267921001895
52815873.68910989;5870005.508481292;50540817120.38948;58036607619.10344;100538.75407447368;43221809.53904477;0.4948415221799972
5238280.193818857;14874537.516295603;46528752513.60132;20702192269.652813;5443464.755993398;27036511.357296377;0.38189946196003166
75708814.95507725;9724525.224786375;80256578149.38438;20433242230.805305;3035166.511487233;57151956.68185141;0.3693030559794479
98836134.78215237;4639771.671091135;152864884677.80283;62795534137.04459;13640941.71476113;81502640.90492785;0.21201755682497658
44249442.855938934;18302805.448087983;86347156285.61624;37882901937.26804;14791156.983453104;61579473.00969096;0.21799145590789637
70239683.12667684;15350226.101884061;51993657367.678604;32535006442.855145;8517389.194005243;64265396.97599399;0.261916820774733
95365546.10806979;19911919.47269043;4593655931.963311;10945977406.38981;2938115.8708919925;71573757.17700197;0.36204084033783646
7023182.1815800825;9148097.367338287;98490368538.94844;15091973844.382744;1037428.4763428384;21005554.434824638;0.5591951304504142
25360184.651754856;13978219.418904392;115469208386.9002;17802301124.366337;7756174.378259265;41362940.37279939;0.30053784752419477
60513665.23509602;1950185.301748649;8131457188.172396;32223425568.18106;6696998.43460987;42156990.140177675;0.296004659611774
89729930.14450955;18388030.370127056;146014128646.44742;69198346449.64786;1374820.9750508806;82006888.6609237;0.41773729254459635
14882952.759127816;10855830.419065675;105022785701.45569;56763518347.26505;5814851.429478296;36376866.56905043;0.35654822694599553
2262940.6341266446;15057372.768392941;164983764801.88223;56596771007.11128;3217950.948489958;35628733.64791598;0.46029522845397886
12546970.324070513;1566617.3076058917;157092532591.06686;65726935100.55714;12129850.029066546;34793593.899355486;0.31055148431059876
60821925.76044365;8137704.414881766;37392431964.001175;56928306758.16939;10452489.99334444;56372101.39341329;0.24772823014652756
62899122.143108934;18694401.121226482;49649189392.63306;364117353.50442487;13143932.17526011;62810771.478470154;0.22126312150534444
9173543.997120908;8815230.83830884;25978692763.340816;22221758943.077885;11954671.021665934;26897622.22095405;0.2953645960534813
39918874.09634472;402449.7108293713;41469180344.56093;32664200150.6368;10228700.333534872;34873949.82699471;0.26787198740148854
37377254.79050198;18155572.61892419;44411057149.87255;26284233840.19616;3299746.9222669555;45436879.19200667;0.3794110201377323
67685308.69039056;7114373.116973227;80643308758.60217;43394569484.32559;15823852.460835906;63332124.16720744;0.20712366292380047
7600504.765242188;10746576.423977144;136416751248.04031;12615783701.297987;6315318.566491856;28614218.314871866;0.37006118916915165
14633681.285188207;12357929.907580538;151085405319.349;6699957423.448241;9202758.768784355;35901022.89776122;0.2996498771473147
70374201.6409148;16400446.800284874;78474298157.38586;28634713608.566765;5634918.1549362065;64150463.0246557;0.3044628583783583
45599470.42251674;616625.9567989814;156003320429.45322;10416670297.974619;1197898.6031395828;34428396.01898925;0.4651820277445986
42213492.63720256;11553258.581321655;29575347973.644005;54955708350.629845;5103511.652244734;45763450.79745197;0.3328772198583573
86748748.66390677;18947116.548038762;167664026404.79895;14223429025.647627;7575228.350445946;79293056.5299887;0.26791734219869057
57506788.33553846;6201894.407028577;79347690785.53334;7780923990.329451;4216540.547902135;43606582.91691091;0.3472734311799198
98077031.24398026;17214980.632997938;17302201245.846466;65408620973.99825;4250177.398455187;79486893.39720958;0.3262640109901973
3919797.899755477;10652729.534196366;42721491441.23682;53749163195.89132;11153827.196913963;30816576.627924304;0.31895353558754236
93670188.40648967;19411787.856021397;72767302875.97142;64149565256.08814;12026934.802032297;88219372.93946779;0.22213994846103968
40081552.79706161;13545982.974255089;138857964717.16745;7398586796.161334;10974296.396250444;50559394.54261655;0.25131205879522356
99646391.16027094;17862057.228850234;79849583466.40764;68987344807.66563;254284.3111428069;81893629.68043014;0.4572891903295214
95738395.20235252;7666652.752328103;103954974733.65126;34750967447.02412;4737084.144732265;69690463.09267643;0.3182044544662118
84863262.62681764;16327306.882078707;76727635301.77443;12688839044.793926;5931688.736765581;69232689.90993723;0.29441285310837795
45051410.648038596;9415421.682060774;37649836779.59519;24619304941.41362;6530960.572283555;42350352.94268881;0.3048641041024267
55213470.8349305;13807826.794302054;129700609997.84215;55228142147.17218;9665443.78751122;63539809.79494363;0.2555921633507129
28934209.32380362;12074330.425948372;3592579009.614708;60659352754.08577;16676556.669883428;47673350.417753264;0.22144090198519628
66191783.17583022;2319659.618097491;100112320973.83649;51567890878.949;406593.52024130675;48444499.02237186;0.4732129115968383
30624603.327965215;15837803.65555341;111815701730.42464;16842895002.245258;13587723.638216153;49892172.45020023;0.23599108116790313
60046144.30388022;18548090.875115998;146641763192.14096;2569135246.123203;7161206.06325125;62445656.53601949;0.28168755646978105
61647612.78611845;14356511.795813037;85899029339.10938;19787738922.96703;13569571.508017698;62877962.189137034;0.22041081700869802
15274378.729693076;14697975.383205462;29727295685.89804;34699638013.02127;7304544.354610151;34284483.60947912;0.32098511557256193
88975434.02987312;3601981.7154318094;87348131862.7056;41110517814.92967;2803263.0679173935;60754614.1646414;0.3732445790309079
40326965.2439215;3861701.3072615773;158019052048.51907;16465750029.335197;846738.4957211667;35725983.752227485;0.48268631874049384
18710552.4783695;13940761.17674953;164835415006.27414;57002860671.68008;6337338.725567716;45123628.498191975;0.33178973526278643
97797407.6552624;5984467.398910232;87465231215.93959;23761961826.297276;2526303.3647770295;64937350.73799546;0.37911160317095527
62556000.372745976;1816721.971485441;4329426187.518721;40549705308.94424;8356829.29907443;45234771.324379764;0.2715897049661441
35954383.94957237;9031036.442000339;77343321849.02936;58495788337.38773;16260866.53719439;51625144.580376685;0.22026449131465042
69632428.70228633;10302178.574603433;9832824054.539307;22723457727.494694;12930943.789269468;58518904.56621404;0.22335570073325317
31482011.387932163;12171160.229867144;10811331638.4341;3814977931.7448;10043282.773761617;36575115.585698664;0.2683043062764996
38432987.604774565;8027120.539330158;96857422748.9861;32152113822.04039;5877849.185812948;41498540.525748655;0.32366488444173436
32825649.22114002;12270120.887289902;20331508236.289055;27513233600.747738;14072749.12906276;44188318.02455467;0.2333597178463005
37587679.56121116;16162741.590383254;157357295558.7323;47944536077.35894;13186939.809341287;60247821.54755756;0.233256535954252
89418440.73439327;3490444.8614888443;130339949559.16454;29637399659.941044;11729825.233819272;68354447.97121756;0.2285666312590935
98414526.97469816;8158987.749348199;111585801907.13747;24187017240.55301;4032464.643071545;69949118.88614094;0.33425306798386334
21849431.69306372;3893569.0683254995;16821420819.47139;63214076644.51207;7805989.199150531;30387033.06037312;0.32117326684840897
89162466.4402854;4934295.55374809;8735709585.492376;17124001354.757658;8367772.374503627;58655008.77545666;0.26068807687941087
19641960.610092178;14442978.030269187;167013897036.68286;17939338240.549686;2468754.4253609776;37885648.74533918;0.4348950346325442
49226688.78884407;8380217.46404678;6817676837.797183;50758085897.8701;13384746.50197668;50460615.71175535;0.22965680786606935
35642254.810483135;2503248.526293166;139460960064.84714;19362377370.194656;3531811.5278264116;33410284.771311976;0.3910991575640791
11588846.895921923;15453222.346879788;134021174281.79352;12590521886.60653;1628434.5910251252;31663276.126904584;0.4849217231296453
89010189.58773883;11000321.086883798;14432023006.792171;60152270673.60967;5620410.897173346;68876985.14756747;0.30027603383522583
41424644.78973268;147981.57282370285;50417924973.35539;36695327952.805046;8961214.953631772;35478784.341545425;0.28090203936495994
8435964.527951164;2027077.6066067615;10856457527.237804;52070579792.00735;10713005.971254064;22114975.849426012;0.3545688649845016
36274682.75535818;16582408.019513957;130450683570.25842;28649102447.722923;7182776.874510238;51333134.2580516;0.29545553982247286
8586895.05749367;8831055.110608304;69134954836.54648;49107162988.71445;8982933.108453637;30522972.598936066;0.3310765558997648
4754555.60423216;11245234.165211761;153023775590.28635;65372122427.82403;11904383.294960698;40131581.75298428;0.30305334549569285
8628840.091413077;6973158.403353173;166472211980.04495;24475883619.11117;4839285.422895821;27564927.017777298;0.4192636221069096
77262150.28450367;15085131.165357113;162011082408.12045;34275979859.359325;14550481.091436531;78390235.57377072;0.20918929422599997
5198382.604725684;12836640.267431479;151468914393.30054;37107065254.231705;551387.0231938398;29418070.588794135;0.5688682954860731
2164483.4080891814;4429425.513242301;95258030500.88466;45041647295.80801;8990999.954165364;23802814.33515562;0.43421099235344407
75366358.91126312;6538832.873398508;170782653616.38876;60516805836.98339;9600903.012551537;69315726.71115746;0.250924204454682
3831582.956001242;9451855.554889526;36768843971.36593;776322677.2079965;7491770.887189507;19137011.346303716;0.3769592704728718
48808112.95365431;11608281.18927514;21620515023.70409;54660289714.819756;12677224.331813626;54313102.5433377;0.23318413130304827
647264.9735489911;11621442.679995015;89964174361.02995;30960419345.024967;13488527.054071289;31359538.386411443;0.30977038934472445
85346946.02413616;3460203.4267513976;119082376930.63461;61471139112.25721;4368327.6744478475;64563268.011948556;0.32989961118202926
1464366.522747043;19068741.186908625;94224439700.7026;48359265682.765434;11566738.87903324;40427234.38020242;0.28870561593046373
93391969.99831185;14012808.285520539;20712525427.182457;52777399265.52319;15555056.171772648;80855975.61300541;0.20046962341740648
29545515.46832773;11263699.164201858;145991684948.08914;4824109786.470243;12435307.894808348;44143602.23137558;0.248962928893657
86466151.08399537;1178075.7896307209;122622864526.64456;31249742557.866783;3644168.5608691005;58296901.13679753;0.3485025576422457
95905910.77257036;4950497.050565455;170264992165.9313;43327493074.53155;1099041.8285597418;69204607.41117379;0.4302897963454302
12306246.72571826;13504447.978038052;145712412211.2528;40495562991.73946;3694392.879359959;36147883.76100612;0.4112676817783877
30487202.740311738;9085981.445316011;172268011654.21;50066452915.18729;14727299.365956606;51899176.44783813;0.2337064377160324
43082682.2725247;2146140.869042533;57586266906.35842;30118068864.109333;16317126.602584483;43307629.12761168;0.2193044521817985
70507062.12162964;16145216.068261135;45012475479.428665;71665575774.13562;9447745.954796944;70938801.86821632;0.25127142274747205
73618633.59923343;14719853.997600013;100670974869.20218;70606099845.07745;13914835.706884846;77364532.27081901;0.21447728256646303
79500733.04589245;17870283.963378906;45331413384.81275;17779422247.038166;6736839.756211986;67661056.35917346;0.28209712783950547
45896343.26691924;4843396.507817157;96626799792.32977;61231245157.42726;8311205.409828825;47897467.34786494;0.28185020562021856
12278156.930034935;10014312.284404634;141615166455.25818;50910174992.27469;12233000.815288195;40266508.246218525;0.27887245628184476
13854462.59343022;13498204.904707897;50945626076.79689;53179100183.7853;14410664.126504866;41449732.992760554;0.25198824849099555
81987630.69145148;12827531.61893788;105720269229.56926;57689513496.66759;9389566.51287891;74749302.56994714;0.24991408482934596
13753821.327161506;10459799.283990763;119842977300.96997;3015614729.3760014;7312900.119955229;29898163.60000516;0.33258773394773267
6598936.973666045;7427081.0536932945;110103085276.5444;28257764405.951782;7192511.11927444;26162460.45172792;0.37698992289977173
97402305.57160214;5177337.9537585145;172992641876.95755;36066773088.98888;14649381.529941222;79485503.25365049;0.2063268077343663
34065237.799318485;16561447.072662486;161461362895.76416;43136752416.43924;2321593.975566589;50296552.78382234;0.41631491292606415
28373326.44926518;17919901.924149796;89766329652.72672;25299442954.859158;8018388.858449056;46621186.62816776;0.28999626101835474
98646333.5039364;19947366.098405518;69428294195.97806;8020331625.827506;15273374.382508187;85696626.04061857;0.20003037042145155
10119091.720519934;8476982.582105158;29673432277.014355;44332500755.262665;11563457.799702939;30014937.579096273;0.2970784387685984
40855941.808713086;16737323.816509668;54765508832.31327;39572942053.48461;3984715.7404969167;48692601.746573605;0.3574849690191455
4426450.689511841;6136741.91913117;18168446031.84045;56947108727.82431;3071569.258521406;19572322.977300435;0.5225327185368107
69523083.76366407;6666146.864649668;134438731783.86813;34143303624.550682;3828267.6705468856;56509833.43523881;0.349963982146158
64987028.08149368;4866759.458755943;67679271315.12797;21721078836.421093;15793406.97813666;55982104.75567087;0.20910757865511853
11290501.428663606;17567758.961959742;124349916338.77151;16751805036.1694;5827068.819894908;36818279.56505689;0.34868488043210677
47087633.49203778;16221000.874777477;138632688713.44766;8127399940.528619;10500838.430214094;56471068.030388564;0.24989022516946757
51423036.37778841;13711455.112497374;68391308812.14515;65045203813.09378;15105157.737934275;63585414.84622449;0.2150411354721783
92669734.96063274;4995231.626554696;56477918534.417244;1521689270.9793947;4961722.748592076;58400399.04119656;0.31435256864002636
20642582.855038315;19686041.917389475;139173274925.95554;1461721910.139749;9921516.30643269;45383336.11369453;0.2725144490678615
56749285.501138136;15596509.809531376;39492615049.56029;58486668591.59391;10299793.727697317;62013180.440792605;0.24788593719927066
91539607.64309351;8462764.956875177;50591420189.0964;44315448053.948715;8953696.224875212;69913398.74285436;0.2528239727590391
72414748.26072916;3384838.775759288;12619963120.880054;36477235745.06138;13437676.665198445;55437862.20966345;0.22105122806408328
7987083.548662298;16385858.277086359;104449771190.56638;11271563673.55894;12148864.007452684;36859308.07781056;0.27516854338247654
96310158.55788273;9840443.409015952;44253638435.79619;60776671100.343254;818899.5417223315;69509437.13239652;0.43935421144273656
4354672.76990102;17190588.438965585;61756270212.2111;24715572798.767727;16376984.113623628;38514285.2540855;0.2507920862429982
18729132.73827958;19063307.836920857;172387263429.2785;17091275153.660725;16389303.849161716;52670710.49923362;0.2257789215346615
40372812.96093137;115360.56811568889;21312953478.549633;11092944890.781988;2916190.9557331554;25213650.02679816;0.4060192960933172
50681957.547139354;12802103.472526206;173356406078.083;15970010860.65455;7090755.553870466;55310117.42426092;0.2898109511173035
48782527.040929995;3466985.5370653514;44335189682.813034;12118255549.7971;4589288.55611896;35446372.61669212;0.34631502369470746
34750533.46261666;17431196.85179887;152172256195.40607;16600192839.783796;1311786.148685815;46549899.766558535;0.45365591089977275
84354794.59206015;11927272.516449288;37714677769.99587;2814095542.2043314;9117077.697742615;63428584.56498114;0.25178274923031785
28479924.90370464;14626072.473745773;137416636595.0286;27578671843.539352;1818779.6350679891;41694748.32989225;0.4453161110530476
73304453.73181556;11192966.231857102;138770524152.37515;28066056140.971157;11323176.565793345;67945112.43904339;0.23423485586633241
8353152.874801485;15190177.356085468;49703287910.08636;49904673128.77807;8764925.965637302;35632946.64171594;0.3135776040342556
46578138.733583115;18063827.999616638;40146975369.627716;7911135740.357244;9895494.525107892;52103674.63360138;0.2554016385730129
95680624.97442824;18990179.29174229;138026759038.97855;2225673030.5355945;16049791.34766266;86845109.82388772;0.1966286040191565
74918887.82262401;14557915.832004419;66700103072.47731;48536266904.53669;9139604.37250749;69318772.48568699;0.25360565725016193
43128377.613958694;14576132.42729227;57254014989.01808;8510271879.516114;6148112.423014832;45114166.36752209;0.3093737901181687
21095505.87441407;12645792.762178252;50367145810.764984;38241384540.09927;6159545.801183925;35922683.22588507;0.334197806191336
278192.7430769171;7335591.366660273;47335627582.16367;28103250562.478;14282452.55683162;24719513.488509044;0.3520564289652921
82735794.15182008;13409261.957649007;55731571787.94194;51405460357.14695;14992148.570205929;76257116.16570291;0.20582899179901426
13121148.786319822;17414062.723774035;42901008796.59894;49603552288.81958;14440141.74048311;44077515.06222116;0.24681792758407306
18814603.923913807;7636567.414319945;75148458480.42549;8849255374.32104;1188520.93339364;23339237.682779197;0.5060683916065407
78667484.98892395;3421325.158455495;69859199723.3264;35920107875.93656;3350319.1142430548;54137777.51155353;0.36067486274886407
74522907.77190275;4829172.1966417255;177563864881.126;36424747968.59455;12466780.591229279;66364363.45949353;0.22679389217929946
45123498.13412267;14853599.23744441;55932387438.96881;54813152149.22876;4965061.440080871;51859437.04079088;0.33137122080661074
480965.8816971995;9286224.855358103;45668205479.57522;21126962118.533806;13190584.785469946;24891069.206193034;0.334544763528031
